1000,	0,	0,	0,	0
999,	1,	0,	0,	6.30496
999,	0,	1,	0,	6.6948
998,	1,	1,	0,	7.89423
997,	2,	1,	0,	8.54024
996,	3,	1,	0,	9.67922
996,	2,	2,	0,	10.6315
995,	3,	2,	0,	11.2974
994,	4,	2,	0,	11.6269
994,	3,	3,	0,	12.2977
994,	3,	2,	1,	12.7745
994,	2,	3,	1,	13.1409
993,	3,	3,	1,	13.2446
992,	4,	3,	1,	13.9519
991,	5,	3,	1,	14.2086
991,	5,	2,	2,	15.2987
990,	6,	2,	2,	16.5022
989,	7,	2,	2,	16.5555
989,	6,	3,	2,	17.2286
989,	6,	2,	3,	17.264
989,	5,	3,	3,	17.4326
989,	4,	4,	3,	17.5221
989,	4,	3,	4,	18.1482
988,	5,	3,	4,	18.1767
987,	6,	3,	4,	18.1832
986,	7,	3,	4,	18.6052
985,	8,	3,	4,	18.9754
984,	9,	3,	4,	19.2577
984,	9,	2,	5,	20.3594
983,	10,	2,	5,	20.624
983,	9,	3,	5,	21.0697
983,	8,	4,	5,	21.0816
983,	8,	3,	6,	21.7493
983,	7,	4,	6,	22.4054
982,	8,	4,	6,	22.5733
982,	7,	5,	6,	22.7824
981,	8,	5,	6,	22.8918
981,	7,	6,	6,	23.0873
980,	8,	6,	6,	23.1807
980,	8,	5,	7,	23.1881
980,	8,	4,	8,	23.4585
979,	9,	4,	8,	23.6751
979,	8,	5,	8,	24.094
979,	7,	6,	8,	24.2916
979,	7,	5,	9,	24.5026
978,	8,	5,	9,	24.5838
978,	8,	4,	10,	24.9665
977,	9,	4,	10,	25.9211
977,	8,	5,	10,	26.3665
977,	8,	4,	11,	26.42
976,	9,	4,	11,	26.432
976,	9,	3,	12,	26.86
976,	8,	4,	12,	27.3413
976,	8,	3,	13,	27.5706
976,	8,	2,	14,	28.5177
975,	9,	2,	14,	29.0344
975,	8,	3,	14,	29.2565
974,	9,	3,	14,	29.6937
973,	10,	3,	14,	30.1231
973,	10,	2,	15,	30.9664
973,	9,	3,	15,	31.1554
973,	8,	4,	15,	31.2171
972,	9,	4,	15,	31.3351
972,	9,	3,	16,	31.5415
971,	10,	3,	16,	32.457
971,	9,	4,	16,	32.4892
971,	8,	5,	16,	33.164
971,	7,	6,	16,	33.2579
970,	8,	6,	16,	33.3107
969,	9,	6,	16,	33.4425
969,	8,	7,	16,	33.729
968,	9,	7,	16,	34.1563
968,	9,	6,	17,	34.6469
968,	8,	7,	17,	35.0707
967,	9,	7,	17,	35.4883
966,	10,	7,	17,	35.5324
965,	11,	7,	17,	36.356
964,	12,	7,	17,	36.6179
963,	13,	7,	17,	36.7145
962,	14,	7,	17,	36.9451
961,	15,	7,	17,	37.3159
961,	15,	6,	18,	37.6924
961,	14,	7,	18,	37.7171
961,	14,	6,	19,	37.92
960,	15,	6,	19,	38.0336
959,	16,	6,	19,	38.2314
959,	15,	7,	19,	38.4957
958,	16,	7,	19,	38.5076
957,	17,	7,	19,	38.7423
956,	18,	7,	19,	39.2444
956,	17,	8,	19,	39.3879
956,	16,	9,	19,	39.4074
956,	15,	10,	19,	39.6586
956,	14,	11,	19,	39.6669
955,	15,	11,	19,	39.6938
954,	16,	11,	19,	39.7275
954,	16,	10,	20,	39.8152
954,	15,	11,	20,	40.2245
954,	14,	12,	20,	40.2947
953,	15,	12,	20,	40.4019
952,	16,	12,	20,	40.7161
952,	15,	13,	20,	40.7558
951,	16,	13,	20,	40.7682
950,	17,	13,	20,	41.0035
950,	17,	12,	21,	41.0656
950,	16,	13,	21,	41.108
949,	17,	13,	21,	41.1586
949,	17,	12,	22,	41.1641
948,	18,	12,	22,	41.5326
947,	19,	12,	22,	41.5442
947,	18,	13,	22,	41.8485
947,	17,	14,	22,	41.8961
946,	18,	14,	22,	41.9635
946,	17,	15,	22,	42.0012
946,	17,	14,	23,	42.1125
945,	18,	14,	23,	42.1699
945,	18,	13,	24,	42.1749
945,	17,	14,	24,	42.2192
945,	17,	13,	25,	42.5221
945,	16,	14,	25,	42.638
945,	15,	15,	25,	42.8513
945,	14,	16,	25,	42.9152
945,	14,	15,	26,	43.0647
945,	14,	14,	27,	43.1307
944,	15,	14,	27,	43.2781
944,	14,	15,	27,	43.4255
943,	15,	15,	27,	43.7677
943,	14,	16,	27,	43.9549
943,	13,	17,	27,	44.1993
943,	13,	16,	28,	44.275
942,	14,	16,	28,	44.3238
941,	15,	16,	28,	44.4165
940,	16,	16,	28,	44.508
940,	15,	17,	28,	44.6473
939,	16,	17,	28,	44.6562
938,	17,	17,	28,	44.7471
938,	16,	18,	28,	44.7792
937,	17,	18,	28,	44.9221
937,	17,	17,	29,	44.9453
936,	18,	17,	29,	44.9575
936,	18,	16,	30,	45.0976
936,	18,	15,	31,	45.1199
936,	18,	14,	32,	45.1478
935,	19,	14,	32,	45.1742
934,	20,	14,	32,	45.2158
934,	20,	13,	33,	45.279
933,	21,	13,	33,	45.2944
932,	22,	13,	33,	45.3091
932,	21,	14,	33,	45.8162
932,	20,	15,	33,	45.9523
932,	20,	14,	34,	46.2544
931,	21,	14,	34,	46.2689
930,	22,	14,	34,	46.5208
929,	23,	14,	34,	46.6913
929,	22,	15,	34,	46.7199
929,	22,	14,	35,	46.7203
929,	21,	15,	35,	46.727
929,	21,	14,	36,	47.0474
928,	22,	14,	36,	47.0746
927,	23,	14,	36,	47.0838
927,	23,	13,	37,	47.1504
926,	24,	13,	37,	47.1595
926,	24,	12,	38,	47.2266
926,	24,	11,	39,	47.2711
925,	25,	11,	39,	47.2918
925,	25,	10,	40,	47.3951
924,	26,	10,	40,	47.8414
923,	27,	10,	40,	48.1875
922,	28,	10,	40,	48.2566
921,	29,	10,	40,	48.281
920,	30,	10,	40,	48.3355
919,	31,	10,	40,	48.4341
919,	30,	11,	40,	48.4802
919,	29,	12,	40,	48.8169
919,	28,	13,	40,	49.0175
919,	28,	12,	41,	49.0768
919,	27,	13,	41,	49.2445
918,	28,	13,	41,	49.2795
918,	27,	14,	41,	49.3209
917,	28,	14,	41,	49.3986
916,	29,	14,	41,	49.4494
915,	30,	14,	41,	49.7818
914,	31,	14,	41,	49.7835
914,	30,	15,	41,	49.8462
914,	30,	14,	42,	50.0872
914,	29,	15,	42,	50.1165
913,	30,	15,	42,	50.3834
912,	31,	15,	42,	50.4032
912,	30,	16,	42,	50.4982
912,	30,	15,	43,	50.5193
911,	31,	15,	43,	50.6654
910,	32,	15,	43,	50.69
910,	32,	14,	44,	50.7418
910,	31,	15,	44,	50.7854
910,	30,	16,	44,	51.0839
909,	31,	16,	44,	51.0933
908,	32,	16,	44,	51.1094
907,	33,	16,	44,	51.1612
907,	33,	15,	45,	51.3088
906,	34,	15,	45,	51.3679
905,	35,	15,	45,	51.3777
905,	34,	16,	45,	51.4118
904,	35,	16,	45,	51.4279
904,	35,	15,	46,	51.5513
903,	36,	15,	46,	51.5915
903,	35,	16,	46,	51.6381
902,	36,	16,	46,	51.6974
902,	35,	17,	46,	51.7758
901,	36,	17,	46,	51.8494
901,	36,	16,	47,	51.8541
901,	35,	17,	47,	51.8811
901,	35,	16,	48,	52.201
900,	36,	16,	48,	52.3172
899,	37,	16,	48,	52.4666
899,	36,	17,	48,	52.4809
899,	36,	16,	49,	52.5562
899,	35,	17,	49,	52.8138
899,	35,	16,	50,	52.8505
898,	36,	16,	50,	53.1482
898,	35,	17,	50,	53.1632
897,	36,	17,	50,	53.2525
896,	37,	17,	50,	53.2983
895,	38,	17,	50,	53.3863
895,	37,	18,	50,	53.412
894,	38,	18,	50,	53.4513
893,	39,	18,	50,	53.4735
892,	40,	18,	50,	53.4858
892,	39,	19,	50,	53.5229
891,	40,	19,	50,	53.5941
890,	41,	19,	50,	53.6338
889,	42,	19,	50,	53.6781
888,	43,	19,	50,	53.6809
888,	43,	18,	51,	53.8504
888,	42,	19,	51,	53.927
887,	43,	19,	51,	53.9293
887,	43,	18,	52,	53.9932
887,	43,	17,	53,	54.01
886,	44,	17,	53,	54.0813
885,	45,	17,	53,	54.1473
885,	44,	18,	53,	54.2048
885,	43,	19,	53,	54.2113
884,	44,	19,	53,	54.2797
884,	43,	20,	53,	54.2846
883,	44,	20,	53,	54.3732
883,	44,	19,	54,	54.4279
883,	44,	18,	55,	54.4303
883,	44,	17,	56,	54.458
883,	44,	16,	57,	54.5405
883,	43,	17,	57,	54.5813
883,	42,	18,	57,	54.6082
882,	43,	18,	57,	54.6178
882,	42,	19,	57,	54.6282
881,	43,	19,	57,	54.6744
881,	42,	20,	57,	54.7234
881,	42,	19,	58,	54.7775
881,	41,	20,	58,	54.8124
881,	41,	19,	59,	54.8159
880,	42,	19,	59,	54.8306
880,	42,	18,	60,	54.9553
880,	41,	19,	60,	54.9868
879,	42,	19,	60,	55.0832
879,	42,	18,	61,	55.1709
879,	42,	17,	62,	55.2201
879,	41,	18,	62,	55.2449
879,	40,	19,	62,	55.268
879,	40,	18,	63,	55.2961
879,	40,	17,	64,	55.3164
879,	39,	18,	64,	55.46
879,	38,	19,	64,	55.5239
878,	39,	19,	64,	55.5317
878,	39,	18,	65,	55.5346
878,	39,	17,	66,	55.6446
878,	39,	16,	67,	55.7594
878,	38,	17,	67,	55.769
877,	39,	17,	67,	55.906
877,	39,	16,	68,	56.0058
877,	39,	15,	69,	56.0078
877,	39,	14,	70,	56.0929
876,	40,	14,	70,	56.1999
875,	41,	14,	70,	56.2454
874,	42,	14,	70,	56.2576
874,	41,	15,	70,	56.2888
874,	41,	14,	71,	56.2931
874,	40,	15,	71,	56.4804
873,	41,	15,	71,	56.5614
873,	41,	14,	72,	56.7363
873,	41,	13,	73,	56.8006
873,	40,	14,	73,	56.82
873,	39,	15,	73,	56.8357
873,	38,	16,	73,	56.8528
873,	37,	17,	73,	56.88
873,	36,	18,	73,	56.9882
873,	36,	17,	74,	57.015
873,	35,	18,	74,	57.0683
873,	34,	19,	74,	57.2372
872,	35,	19,	74,	57.2488
872,	34,	20,	74,	57.2654
872,	33,	21,	74,	57.3179
871,	34,	21,	74,	57.3842
870,	35,	21,	74,	57.4002
869,	36,	21,	74,	57.4035
868,	37,	21,	74,	57.4175
868,	36,	22,	74,	57.4616
